Time,Duration,SrcDevice,DstDevice,Protocol,SrcPort,DstPort,SrcPackets,DstPackets,SrcBytes,DstBytes
1720522378,14039,Comp384614,Comp884824,6,Port48905,110,204,130,69564,163800
1720523019,6294,Comp954988,Comp588967,6,Port15328,143,6778,6682,3402556,4617262
1720523239,5826,Comp892394,Comp329842,6,Port47630,143,5729,5129,8049245,1189928
1720523529,16524,Comp802471,Comp606940,6,Port30999,143,7894,9060,2912886,7755360
1720523812,1702,Comp574773,Comp846141,6,Port63724,995,3113,3692,2057693,2547480
1720523880,16789,Comp678020,Comp224037,6,Port23771,587,1176,3906,1218336,5487930
1720524508,12187,Comp278057,Comp328683,6,Port26865,22,3288,9198,881184,883008
1720524525,14540,Comp231236,Comp130485,6,Port48796,22,6305,10687,1065545,13775543
1720524632,5922,Comp923139,Comp714275,17,Port51712,1900,3238,1722,566650,1658286
1720524634,11673,Comp439536,Comp912181,6,Port9138,587,5569,7377,1715252,1047534
1720524938,5861,Comp384614,Comp588967,6,Port48840,53,4672,9338,2415424,3669834
1720525497,310,Comp562571,Comp579118,6,Port32727,110,8329,1974,11768877,256620
1720525632,8185,Comp723487,Comp141961,6,Port64810,993,4929,7936,6811878,11094528
1720526386,17637,Comp130485,Comp364557,6,Port41734,25,1734,11755,1510314,11531655
1720527329,4369,Comp224037,Comp744581,17,Port50931,138,7608,10115,10734888,9528330
1720527547,2918,Comp187068,Comp721407,6,Port23210,22,2552,2333,209264,1864067
1720528406,16590,Comp892394,Comp675254,6,Port19317,80,3605,11882,3107510,7414368
1720529699,16383,Comp477748,Comp207492,6,Port51670,25,8480,4284,5834240,1238076
1720529797,15245,Comp384614,Comp962233,6,Port2009,445,3274,5718,694088,6329826
1720529980,17577,Comp127895,Comp638936,6,Port38469,587,742,3499,628474,811768
1720532087,17839,Comp847313,DNS,6,Port63482,53,4327,8392,3054862,2870064
1720532371,16530,Comp962233,Comp362609,6,Port64966,443,4656,1508,5373024,2210728
1720533484,17361,Comp658094,Comp431255,6,Port47219,80,8238,8519,5346462,1473787
1720534186,13402,Comp329842,Comp499855,6,Port33106,22,8509,663,5666994,946764
1720535304,5660,Comp198162,DNS,6,Port53446,143,3,10134,1131,1692378
1720536060,8250,Comp257122,Comp304009,6,Port1970,587,9082,3911,6620778,2933250
1720536505,6851,Comp122535,Comp549343,6,Port52197,53,8963,6217,1353413,5533130
1720536597,9171,Comp278057,Comp923139,6,Port13279,993,2082,2736,1803012,560880
1720537787,12568,Comp678020,Comp235883,6,Port48489,3389,4068,1291,2428596,1726067
1720537804,4351,Comp679356,Comp437739,6,Port23475,22,9202,279,4039678,400923
1720538403,286,Comp675254,Comp329480,6,Port49503,25,6915,11752,4024530,4289480
1720539131,10849,Comp309437,Comp802471,6,Port39943,80,4075,1635,5468650,593505
1720539822,17890,Comp393198,Comp579118,6,Port60985,995,9138,682,9750246,783618
1720540119,15512,Comp329842,Comp678020,6,Port51822,25,7579,6165,9731436,3588030
1720541301,196,Comp356695,Mail,6,Port59995,143,6130,11548,3769950,1085512
1720541623,10777,Comp150536,Comp144583,6,Port10780,443,74,995,45436,1129325
1720541877,9567,Comp387691,Comp477748,6,Port25488,25,7766,3064,458194,1700520
1720544238,7649,Comp384614,Comp668118,6,Port29242,22,2160,6670,2235600,4228780
1720544262,12036,Comp744581,Comp130485,6,Port3021,25,11039,5909,761691,5873546
1720544271,7676,Comp588967,Comp130485,6,Port2493,22,2268,1748,3309012,1541736
1720545215,16454,Comp954988,Comp122535,6,Port3519,443,359,11407,374437,14213122
1720545645,16339,Comp827253,Comp549343,6,Port50519,3389,4515,4299,3246285,5180295
1720545978,11594,Comp923139,Comp912181,6,Port29837,110,4194,8119,4210776,11504623
1720546685,8253,Comp654038,Comp954988,6,Port49517,80,4227,5495,6298230,7583100
1720546741,10745,Comp954988,Comp118871,6,Port54890,53,11122,7026,3047428,6766038
1720548832,16201,Comp556450,Comp593922,6,Port3353,3389,3295,10853,3720055,9246756
1720548866,5407,Comp309437,Comp567603,6,Port55705,3389,10049,3910,13103896,2795650
1720548913,15635,Comp324834,Comp574773,6,Port15581,445,1953,9773,1749888,9870730
1720549386,10636,Comp668118,Comp678020,6,Port27111,143,7402,3508,7453814,449024
1720549451,1144,Comp847313,Comp517345,6,Port63144,25,1570,3803,1221460,2384481
1720549886,13494,Comp588967,Comp328683,17,Port20481,123,2752,393,726528,173706
1720550222,3640,Comp127895,Comp549343,17,Port61655,137,1777,4161,2615744,3545172
1720552290,9281,Comp490789,Comp387691,6,Port33705,25,559303,7035,619708178,3964498
1720554249,17107,Comp207492,Comp516294,6,Port1884,587,5518,7678,3321836,5697076
1720554927,14033,Comp562571,BackupServer,6,Port54733,53,10295,5161,15040995,4598451
1720555534,12591,Comp147986,Comp654763,6,Port3884,25,9076,4278,1107272,2686584
1720556085,1253,Comp246872,Comp228954,6,Port42085,445,8379,2691,5320665,1453140
1720556203,15463,Comp885616,Comp723487,6,Port30594,22,5867,10850,4992817,11218900
1720556380,6037,Comp562571,Comp943990,6,Port10043,80,3428,4610,1319780,1857830
1720556913,903,Comp329842,Comp131751,6,Port34222,445,3560,3671,3624080,4856733
1720557742,17276,Comp114833,Comp627014,6,Port24392,53,1587,11291,1277535,2314655
1720557911,3434,Comp490789,Comp147986,6,Port7380,993,7976,7641,3365872,2781324
1720558412,5822,Comp675254,Comp918279,6,Port36855,25,9369,10180,3185460,11574660
1720558556,2559,Comp207492,Comp920919,6,Port3852,445,6574,4664,3010892,746240
1720558563,11193,Comp658094,FileServer,6,Port35748,22,6915,5164,8263425,3315288
1720558679,15621,Comp228954,Comp187068,6,Port15604,587,4469,8754,3575200,5173614
1720558906,9358,Comp664505,Comp207492,6,Port54609,993,11561,11759,13861639,16544913
1720559677,15648,Comp385395,Comp966362,6,Port62326,993,10651,9464,11588288,2564744
1720560570,16859,Comp231236,Comp127895,6,Port61160,80,4878,5545,5897502,3898135
1720560793,15705,Comp127895,Comp802471,6,Port61516,53,9060,7174,11669280,5100714
1720561485,2930,Comp405733,Comp714275,6,Port7505,3389,4188,4189,3940908,5169226
1720562097,3708,Comp228954,Comp584383,6,Port33909,587,1486,5475,841076,4538775
1720562246,5389,Comp356695,Comp721407,17,Port15500,123,3489,4655,3673917,1070650
1720564093,11487,Comp396858,Comp114833,6,Port7262,22,10014,1193,14199852,1562830
1720566881,15522,Comp198162,Comp364557,6,Port26322,110,5783,10495,2943547,2728700
1720567276,5632,Comp892394,Comp111156,6,Port28719,445,10384,1642,7798384,1730668
1720567999,11991,Comp328683,Comp207492,6,Port20145,110,3873,3213,5123979,1407294
1720568138,3371,Comp920919,Comp231236,6,Port8389,993,5520,3038,5034240,659246
1720568921,9775,Comp477748,DNS,17,Port27363,161,879,2665,219750,850135
1720569150,14035,Comp458510,Comp207492,6,Port11046,3389,9371,5971,5163421,8466878
1720570649,7108,Comp782474,Comp658094,6,Port3651,995,3746,11526,1539606,16897116
1720572308,2937,Comp257122,Comp794320,6,Port30138,143,1094,3941,806278,3609956
1720573380,7404,Comp892394,Comp224037,6,Port5282,995,2627,8811,3911603,10740609
1720573919,13718,Comp922028,Comp579118,6,Port63340,143,7986,8793,10102290,11940894
1720574396,16828,Comp943990,Comp920919,6,Port55108,22,9784,9165,14108528,5022420
1720574744,11091,Comp111156,Comp966362,6,Port60754,80,11457,7469,12854754,8559474
1720575237,12079,Comp235883,Comp567603,6,Port7641,110,2827,8883,2207887,7088634
1720575317,7549,Comp714633,Comp579118,6,Port31021,3389,7086,9137,7107258,2668004
1720575689,16723,Comp912181,Comp795264,6,Port54186,993,5506,8194,4228608,6702692
1720576360,15658,Comp593707,Comp846141,6,Port38152,25,8584,6701,849816,710306
1720576377,17499,Comp130485,Comp954988,6,Port20797,22,8073,1094,1695330,1013044
1720578765,15541,Comp231236,Comp437739,6,Port54668,443,843,6097,716550,2554643
1720579099,9846,Comp493273,Comp826274,17,Port20972,68,1791,9044,1796373,1727404
1720579464,17287,Comp588967,Comp593922,6,Port63847,587,7081,4103,2903210,4386107
1720579546,10978,Comp228954,Comp920919,6,Port7523,80,6375,2987,541875,1639863
1720579579,10829,Comp490789,Comp574773,6,Port46569,993,10628,7130,1498548,4933960
1720580467,11814,Comp111156,Comp794320,17,Port1879,138,10166,1588,5062668,262020
1720581685,3346,Comp654763,Comp384614,6,Port60005,110,702,8628,910494,1345968
1720582180,15105,Comp847313,Comp385395,6,Port23944,143,7009,11796,4555850,16290276
1720582198,6530,Comp962233,Comp898521,6,Port2339,3389,4879,5810,7128219,5316150
1720582395,11863,Comp847313,Mail,6,Port54914,110,5789,334,7786205,210086
1720582829,15196,Comp847313,Comp675254,6,Port63437,443,778,3257,1005954,3296084
1720583660,2064,Comp852902,Comp499855,6,Port60372,995,10066,379,14625898,417279
1720584736,5415,Comp846125,Comp131751,17,Port32359,138,1983,5511,779319,1135266
1720584879,16963,Comp846125,Comp595110,6,Port4997,443,11367,3718,16618554,5145712
1720585414,6500,Comp329480,Comp584383,6,Port15717,587,11175,9279,15510900,9251163
1720585607,11897,Comp207492,Comp638936,6,Port3017,995,9852,10130,11881512,4973830
1720585667,10109,Comp493273,Comp499855,17,Port3881,138,1412,5219,453252,2254608
1720586598,15658,Comp834256,Comp714633,6,Port11268,587,4901,11735,2269163,1971480
1720587596,9186,Comp517345,Comp558739,6,Port37354,993,287,5394,284704,2233116
1720587684,7645,Comp593707,Comp405733,6,Port50458,110,7340,1422,778040,753660
1720587772,296,Comp782474,Comp826274,6,Port38753,587,10370,10899,12848430,3825549
1720588149,8545,Comp144583,Comp231236,6,Port14241,143,6320,4745,4177520,4835155
1720589002,10532,Comp364557,Comp954988,6,Port39843,445,278,10624,19738,4334592
1720590097,12399,Comp235883,Comp257122,6,Port15914,110,3640,8811,1725360,6775659
1720590633,14043,Comp579118,Comp678020,17,Port30770,1900,2043,11276,1258488,9640980
1720590892,13975,Comp714633,Comp846141,17,Port58371,138,5224,7746,5203104,1154154
1720591156,8267,Comp517345,Comp328683,6,Port9703,53,4462,7112,4100578,2034032
1720591631,1413,Comp852902,Comp437739,6,Port57468,53,9951,2800,5781531,397600
1720592649,4578,Comp885616,Comp111156,6,Port18506,995,2654,3351,2505376,3511848
1720593270,7332,Comp405733,Comp782474,6,Port44265,3389,3606,3950,4832040,4190950
1720593615,17621,Comp972911,Comp826274,6,Port17879,445,2851,3716,1570901,847248
1720595268,13857,Comp584383,Comp437739,6,Port11604,443,10674,7132,6254964,7952180
1720596714,16101,Comp131751,Comp588967,6,Port30080,110,3535,10440,664580,12778560
1720597586,17860,Comp114833,Comp458510,6,Port25612,445,11897,424,7031127,84376
1720597920,2398,Comp235883,Comp744581,6,Port33761,445,7995,7423,3629730,1558830
1720598011,210,Comp654038,Comp387691,6,Port16260,443,3681,9098,4225788,10917600
1720598094,10332,Comp304009,Comp993209,6,Port64138,445,7129,5319,1461445,2606310
1720599479,4767,Comp912181,Comp920919,6,Port44366,443,1473,3304,1327173,1797376
1720599629,15639,Comp304009,Comp562571,6,Port55252,995,10845,5188,12656115,4664012
1720602821,8367,Comp477748,Comp439536,6,Port51338,587,11486,9940,4732232,1381660
1720602960,169,Comp364557,Comp794320,6,Port47740,110,3525,10973,486450,7450667
1720603004,4013,Comp336148,Comp782474,6,Port10193,445,2053,8204,2108431,4323508
1720603553,6148,Comp131751,Comp405733,17,Port38962,1900,5142,5827,4622658,7231307
1720603700,485,Comp318192,Comp885616,17,Port58952,161,9257,7744,7970277,8564864
1720604388,5713,Comp314473,Comp943258,17,Port7224,123,7522,8123,9959128,3720334
1720605629,9712,Comp638936,Comp995267,17,Port30881,1900,470,9208,89770,9180376
1720606371,16078,Comp257122,Comp111156,6,Port12915,22,100,1735,32800,1089580
1720606609,11689,Comp721407,Comp923139,17,Port52311,68,2827,901,2041094,668542
1720607883,1679,Comp562571,Comp920919,17,Port61109,161,9053,4147,7785580,4615611
1720607915,7489,Comp144583,Comp912181,6,Port4355,445,3122,3119,4311482,1397312
1720608351,13836,Comp499855,Comp562571,17,Port52720,137,10733,7377,10121219,6521268
1720608705,6658,Comp556450,Comp364557,6,Port24285,443,3567,6260,1244883,4069000
1720609371,10136,Comp885616,Comp364557,6,Port63207,22,10711,11020,13742213,10898780
1720609696,17741,Comp955337,Comp405733,17,Port1977,1900,11031,9325,7114995,5567025
1720609784,2481,Comp679356,Comp675254,6,Port13375,25,8734,1772,11415338,2489660
1720610148,8596,Comp231236,Comp131751,6,Port47374,587,2104,10188,929968,6204492
1720610276,10974,Comp558739,Comp584383,6,Port51240,993,863,9248,1031285,1840352
1720610956,14365,Comp946215,Comp198162,6,Port6149,143,2084,4585,1715132,3457090
1720611704,15063,Comp794320,WebServer,17,Port11350,68,7594,695,6462494,269660
1720612438,5169,Comp556450,Mail,17,Port22847,137,8300,9523,12142900,6704192
1720612646,8404,Comp606940,Comp127895,6,Port3270,587,11825,2317,3133625,3206728
1720612892,14943,Comp385395,Comp847313,17,Port51456,67,11427,2643,5622084,499527
1720613200,15100,Comp847313,Comp499855,6,Port44224,143,3695,5645,1134365,575790
1720613428,14826,Comp744581,Comp314473,17,Port49341,161,4672,989,5863360,457907
1720613531,12017,Comp952578,Comp898521,6,Port31319,80,9267,4791,11871027,3238716
1720613642,4819,Comp714633,Comp114833,6,Port42330,587,9277,2959,11716851,674652
1720614464,6629,Comp679356,Comp962233,6,Port37975,995,3764,635,1456668,669925
1720615692,11805,Comp437739,Comp721407,6,Port45796,53,373,10837,155914,9959203
1720616010,4579,Comp574773,BackupServer,6,Port30092,587,1158,3128,726066,3328192
1720616856,12276,Comp573916,Comp549343,6,Port43036,25,9888,6528,11549184,4288896
1720617773,9270,Comp141961,Comp993209,6,Port42658,110,4183,9801,4751888,13701798
1720617883,7967,Comp384614,FileServer,6,Port42393,587,8681,5776,12865242,5897296
1720618105,6398,Comp150536,Comp993209,6,Port57308,80,9611,3514,11389035,4863376
1720618328,13928,Comp995267,Comp235883,6,Port23580,53,10759,8920,15406888,1489640
1720618882,8379,Comp723487,Comp803281,6,Port57724,110,5905,8304,2527340,8420256
1720620580,5524,Comp114833,Comp293600,6,Port2841,25,7649,121,7067676,65703
1720620741,6911,Comp912181,Comp384614,6,Port32388,445,2347,9829,1919846,3155109
1720620933,8717,Comp892394,Comp424132,6,Port29527,25,11296,1419,2948256,429957
1720621763,11116,Comp235883,Comp384614,6,Port57025,80,10598,8850,15070356,2885100
1720622360,17822,Comp846125,Comp558739,6,Port3956,80,4678,1195,1001092,207930
1720622666,6129,Comp782474,Comp131751,6,Port15007,3389,4407,786,5676216,552558
1720622725,3216,Comp329842,BackupServer,6,Port31271,3389,8790,1460,3770910,1706740
1720622727,17603,Comp549343,Comp995267,6,Port53630,22,4970,8888,1804110,6363808
1720623494,2660,Comp794320,Comp675254,17,Port30962,138,8707,5441,7984319,1256871
1720623924,16268,Comp675254,Comp304009,6,Port42243,587,1084,7218,782648,7737696
1720624031,2560,Comp556450,Comp675254,6,Port12553,80,3224,3368,1944072,993560
1720624226,6550,Comp396858,DNS,6,Port61877,445,9364,1439,12716312,1882212
1720624483,17965,Comp923139,BackupServer,6,Port51618,3389,11047,9428,11709820,5421100
1720624595,2983,Comp329480,Comp198162,6,Port3796,25,313,9992,290464,409672
1720625636,2879,Comp658094,Comp943258,6,Port46453,3389,9350,10068,11126500,4701756
1720626151,10965,Comp364557,Comp668118,17,Port9372,53,832,778,1008384,976390
1720626328,3425,Comp293600,Comp424132,17,Port37121,161,10396,11099,3149988,15338818
1720626485,440,Comp593707,Comp654038,6,Port46727,443,3040,6502,2079360,4258810
1720627034,12506,Comp231236,Comp122535,6,Port60756,995,4351,2352,5921711,3488016
1720628515,17269,Comp593922,Comp846125,6,Port5572,443,8604,2385,10574316,901530
1720630195,13671,Comp721407,Comp943990,6,Port19551,25,10095,6034,1292160,3958304
1720631402,17356,Comp499855,Comp304009,17,Port45561,123,4975,7243,1985025,5135287
1720631556,9487,Comp328683,Comp847313,6,Port17928,993,3780,584,1610280,194472
1720631586,11053,Comp100000,Comp127895,6,Port46995,443,11759,5953,9277851,3565847
1720631836,17688,Comp458510,Comp803281,6,Port12857,22,11572,2878,14221988,2207426
1720632119,9067,Comp885616,Comp131751,6,Port11576,443,6288,11014,4684560,11685854
1720632667,701,Comp884824,Comp954988,6,Port36146,110,288,7380,88704,5630940
1720632979,4299,Comp122535,Comp593922,6,Port45479,22,11628,4462,9918684,852242
1720633226,11175,Comp574773,Comp884824,6,Port14272,53,7430,5068,2682230,3648960
1720633624,15431,Comp328683,Comp439536,6,Port57404,3389,6634,10046,6833020,12838788
1720633688,10916,Comp547568,Comp668118,17,Port57078,137,1347,8288,1972008,571872
1720634384,7301,Comp731825,Comp187068,6,Port6262,22,11919,4649,11477997,6959553
1720634512,5783,Comp834256,Mail,6,Port20655,22,8625,10070,11833500,2285890
1720634736,12298,Comp846125,Comp782474,6,Port36900,110,2613,7461,2179242,395433
1720635474,16190,Comp834256,Comp384614,6,Port32694,143,4364,714,5350264,174930
1720635711,5005,Comp679356,Comp731825,17,Port17474,137,4125,7567,5824500,3064635
1720636287,9952,Comp918279,Comp846141,6,Port35183,587,10447,11263,3060971,6228439
1720636507,7693,Comp424132,Comp393198,6,Port63134,53,5707,10359,5769777,12959109
1720636853,4434,Comp714275,Comp834256,6,Port20870,22,10472,508,4314464,450596
1720637309,7295,Comp795264,Comp952578,6,Port15153,587,8255,10582,1345565,10285704
1720637415,1591,Comp668118,Comp493273,17,Port48660,68,4417,11780,1691711,15561380
1720637429,9543,Comp405733,Comp385395,6,Port37839,53,4869,1952,1207512,450912
1720637804,1929,Comp127895,Comp966362,6,Port45671,110,9719,7651,3071204,2800266
1720638369,8533,Comp304009,Comp573916,6,Port42723,445,5994,9060,293706,13164180
1720638545,16152,Comp794320,Comp424132,6,Port50105,25,8173,519,11899888,604635
1720639395,2624,Comp658094,Comp111156,6,Port48071,995,1475,9932,1005950,1251432
1720639511,4506,Comp328683,Comp802471,6,Port40113,53,5119,4723,1443558,1747510
1720639881,12979,Comp499855,Comp127895,6,Port30343,443,6923,3592,3745343,2101320
1720640539,16326,Comp860515,Comp336148,6,Port30711,110,4119,3098,4654470,269526
1720640916,17200,Comp517345,Comp384614,6,Port18144,587,10174,6067,9787388,5405697
1720641942,2163,Comp658094,Comp257122,6,Port29984,53,2524,9582,287736,9467016
1720642400,4304,Comp293600,Comp329842,6,Port40054,25,10193,9858,2599215,5224740
1720643235,17710,Comp141961,Comp946215,6,Port47249,443,759,2705,632247,954865
1720643566,9101,Comp675254,Comp439536,6,Port50886,995,5127,9923,7459785,6559103
1720643578,15000,Comp437739,Comp943258,6,Port25347,445,6208,9914,887744,13701148
1720643759,260,Comp860515,FileServer,6,Port48308,993,3043,736,3952857,801504
1720643869,2093,Comp678020,Comp588967,6,Port29232,143,6480,3748,842400,5254696
1720644045,3678,Comp431255,Mail,6,Port24142,25,10811,180,8248793,152460
1720644648,1549,Comp309437,Comp721407,6,Port11582,143,5328,11869,2003328,2290717
1720646412,16034,Comp946215,Comp892394,6,Port18176,3389,6469,5667,4256602,719709
1720646543,14462,Comp884824,Comp794320,17,Port44868,161,11407,3244,15867137,1051056
1720646712,7027,Comp517345,Comp393198,6,Port14986,587,11084,10731,3934820,8584800
1720647478,1406,Comp255630,Comp678020,6,Port5986,80,165,8219,160380,2851993
1720647972,1911,Comp723487,Comp794320,17,Port18568,137,8712,11282,4582512,5674846
1720649122,4719,Comp668118,Comp293600,6,Port64923,445,10203,9602,10111173,13154740
1720649330,13086,Comp593707,Comp794320,6,Port10686,22,11309,11464,1357080,1180792
1720649559,14422,Comp385395,Comp898521,6,Port10296,995,9610,2597,4555140,397341
1720650210,9708,Comp892394,Comp638936,6,Port27033,587,993,2448,1427934,1488384
1720651674,16336,Comp141961,Comp198162,6,Port25730,53,9105,909,9979080,1032624
1720652960,16706,Comp675254,Comp187068,6,Port60394,53,10134,4114,14258538,5109588
1720654314,13817,Comp638936,Comp721407,6,Port16363,445,6299,6614,6519465,3042440
1720655696,1418,Comp993209,Comp847313,6,Port27941,995,251,6780,77810,3145920
1720655866,16018,Comp912181,Comp954988,6,Port19774,3389,2285,8124,1631490,7230360
1720656254,16350,Comp654038,Comp884824,6,Port17145,445,3301,8798,4360621,11472592
1720656438,10078,Comp723487,Comp547568,6,Port21826,443,10354,9807,10726744,2922486
1720656573,10785,Comp405733,Comp834256,6,Port17610,993,1510,6239,1206490,8372738
1720656769,14033,Comp329480,Comp349447,6,Port47365,3389,8935,3273,11669110,3983241
1720657498,10663,Comp387691,Comp588967,17,Port51996,67,2151,5271,440955,2266530
1720659050,6196,Comp257122,Comp127895,6,Port12426,80,9994,10467,14411348,10665873
1720659616,12545,Comp490789,Comp638936,6,Port33016,110,136,9791,30464,9379778
1720659791,14134,Comp122535,Comp714633,6,Port18045,443,2830,10989,4230850,769230
1720660053,2548,Comp782474,Comp668118,6,Port56993,80,262930,6482,327347924,9942851
1720660255,12235,Comp658094,Comp679356,6,Port7553,80,6652,9350,5002304,3609100
1720661237,3119,Comp384614,Comp954988,6,Port27419,22,9372,4957,6888420,689023
1720661620,10347,Comp574773,Comp679356,6,Port22407,22,4992,91,434304,65520
1720662677,1942,Comp356695,Comp946215,6,Port24472,143,6403,8925,3214306,9505125
1720663105,17861,Comp995267,Comp744581,17,Port61745,137,7676,1046,2870824,852490
1720663461,12021,Comp198162,Comp593707,6,Port35909,80,5460,7622,5847660,1288118
1720665422,8456,Comp562571,Comp127895,6,Port25545,53,9031,11972,2953137,14929084
1720666639,9070,Comp246872,Comp943258,6,Port53147,80,3406,307,4141696,43594
1720667109,11146,Comp663497,Comp228954,6,Port51171,3389,2085,8807,996630,5319428
1720667238,2244,Comp329842,Comp627014,6,Port10366,445,2249,10418,2880969,9053242
1720667315,9178,Comp556450,Comp920919,17,Port30809,53,2089,7521,1182374,10476753
1720667420,12886,Comp235883,Comp364557,6,Port27609,53,454,8279,516652,9438060
1720667731,4689,Comp293600,Comp385395,17,Port30028,1900,524,10816,532384,3493568
1720667744,8629,Comp731825,Comp458510,6,Port23533,53,633,9326,939372,6192464
1720668239,5947,Comp150536,Comp920919,6,Port54180,3389,1887,475,1522809,613700
1720668461,2899,Comp549343,Comp954988,6,Port65274,3389,7609,9289,4222995,3724889
1720670131,17618,Comp111156,Comp318192,17,Port2754,137,2882,9088,2847416,12359680
1720670180,10669,Comp324834,Comp995267,6,Port56287,995,7015,2737,582245,2238866
1720670219,7058,Comp654038,Comp122535,6,Port56819,3389,871,7856,1269918,7494624
1720670662,6089,Comp278057,Comp827253,6,Port24609,443,9606,10102,9884574,10172714
1720670858,12229,Comp231236,Comp860515,6,Port32325,993,4268,10178,473748,14778456
1720670901,1948,Comp187068,Comp714633,6,Port7608,443,5294,10450,1540554,10909800
1720671760,10208,Comp147986,WebServer,6,Port23675,443,8102,9334,494222,5964426
1720672468,4145,Comp127895,Comp567603,6,Port16393,110,11970,1465,12125610,1319965
1720674398,16016,Comp584383,Comp198162,6,Port59525,445,9517,5819,9621687,6168140
1720674516,14117,Comp558739,Comp246872,6,Port7932,80,4816,2796,1334032,2552748
1720674823,13638,Comp517345,Comp802471,6,Port22949,53,4150,851,3473550,45954
1720675585,2625,Comp573916,Comp892394,6,Port32048,80,4063,3161,3063502,4286316
1720675744,1452,Comp846141,Comp918279,6,Port64097,22,1006,10912,748464,4812192
1720676040,8252,Comp593707,Comp477748,6,Port53752,3389,4054,7176,3818868,7104240
1720676874,6398,Comp255630,Comp782474,17,Port61430,161,9112,9162,11708920,7934292
1720677126,13037,Comp114833,Comp584383,6,Port21033,993,3315,6033,4558125,1297095
1720678835,12814,Comp847313,Comp802471,6,Port18308,143,4694,4276,1272074,5635768
1720679369,7150,Comp424132,Comp692997,6,Port37883,110,831,5794,1178358,932834
1720680297,2905,Comp731825,Comp966362,6,Port22996,53,3017,11807,2645909,16895817
1720680995,5836,Comp993209,Comp638936,6,Port2044,993,825,3443,250800,4768555
1720681362,9062,Comp187068,Comp393198,6,Port53418,443,5648,3733,7907200,3303705
1720681637,4564,Comp664505,BackupServer,6,Port7144,143,3564,10166,2063556,14567878
1720681985,5720,Comp431255,Comp795264,6,Port13643,445,11638,4446,8030220,5730894
1720682518,4334,Comp892394,BackupServer,6,Port61874,993,7077,10846,10275804,14674638
1720682860,1166,Comp892394,Comp329842,6,Port48243,445,4472,11696,3962192,14105376
1720682928,10822,Comp141961,Comp593707,6,Port42472,143,6451,792,1599848,1105632
1720683056,17948,Comp993209,Comp549343,6,Port9355,995,11513,8017,1634846,9371873
1720683887,17134,Comp885616,Comp966362,6,Port17202,995,2166,1130,2679342,1497250
1720685687,16728,Comp122535,Comp114833,6,Port14288,3389,3038,10550,1667862,2131100
1720685776,11860,Comp329842,Comp714633,17,Port42397,137,6544,1382,1210640,916266
1720685836,13455,Comp995267,Comp885616,6,Port33312,995,1267,10653,126700,7861914
1720686132,1156,Comp187068,Comp118871,17,Port24283,1900,6236,9232,8855120,12620144
1720686345,3619,Comp493273,Comp318192,6,Port49142,445,1886,6437,1650250,4821313
1720686380,12710,Comp955337,Comp827253,17,Port51212,500,10369,2494,8347045,1700908
1720686432,17793,Comp549343,FileServer,6,Port48726,53,9285,3203,8375070,3808367
1720686849,16348,Comp314473,Comp318192,6,Port7848,22,584,5174,380184,5117086
1720687433,11354,Comp892394,Comp573916,6,Port40306,3389,6451,10169,9212028,9101255
1720687879,1961,Comp638936,Comp318192,6,Port14573,995,2520,10772,2315880,14800728
1720688583,17389,Comp328683,BackupServer,17,Port18578,53,6983,6022,6787476,7443192
1720688977,5724,Comp593922,Comp356695,6,Port64137,445,6537,2794,8785728,3011932
1720689009,767,Comp923139,Comp794320,6,Port27820,25,11612,6772,510928,9724592
1720689134,13828,Comp679356,Comp744581,6,Port51833,443,2131,9979,1076155,1097690
1720689552,3123,Comp943990,Comp309437,6,Port16907,80,6058,6496,7608848,5515104
1720689724,5429,Comp918279,Comp679356,6,Port63752,993,11586,10686,2085480,908310
1720690672,12190,Comp654763,Comp679356,17,Port18894,138,1405,115,732005,137425
1720692000,17377,Comp852902,Comp549343,6,Port12763,143,3048,6023,847344,1355175
1720692085,16329,Comp567603,Comp846141,6,Port21875,587,8622,550,9329004,471900
1720693129,2946,Comp593707,Comp309437,6,Port12212,143,1298,7340,1649758,8675880
1720693811,3164,Comp721407,Comp111156,17,Port39656,68,2495,7396,1060375,7048388
1720694876,14563,Comp593707,Comp675254,6,Port10315,445,11485,3747,11978855,468375
1720695727,5708,Comp574773,Comp993209,6,Port14416,993,6978,9533,8017722,6997222
1720696449,1403,Comp324834,Comp714275,17,Port46320,1900,674,11414,917988,13445692
1720696637,10587,Comp627014,Comp147986,6,Port3770,53,10252,5484,14291288,7902444
1720696886,11826,Comp692997,Comp114833,6,Port29439,22,6282,5219,4428810,7050869
1720696917,17993,Comp731825,Comp955337,6,Port45695,80,5725,2284,887375,2816172
1720697586,8754,Comp663497,Comp668118,6,Port29762,443,11908,338,13408408,164944
1720698595,14394,Comp962233,Comp114833,17,Port2430,137,3772,4879,3145848,5547423
1720698653,9619,Comp356695,Comp147986,17,Port11217,68,4544,5297,3226240,1499051
1720700723,16624,Comp328683,Comp278057,6,Port63651,80,6906,9219,5718168,4803099
1720700725,8773,Comp493273,Comp255630,17,Port50835,161,2900,10344,2842000,4685832
1720701226,12150,Comp549343,Comp131751,6,Port23621,993,1524,1303,697992,974644
1720701478,17338,Comp668118,Comp943258,17,Port57387,500,1657,1830,859983,2410110
1720701646,15792,Comp356695,Comp130485,6,Port1448,22,3691,6722,1985758,8731878
1720701806,7218,Comp424132,Comp955337,6,Port4078,443,956,4506,726560,6051558
